,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,date
10,4642,Hedera,HBAR,hedera,319,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,41908412969.02353,50000000000.0,False,,11,,,,2025-03-02T18:02:00.000Z,0.2633216307057278,1332159051.8670712,64.5542,-1.43144033,12.16718551,24.88400121,-15.68796532,-8.9796735,-5.72762377,11035391643.292347,0.3534,13166081535.29,,2025-03-02T18:02:00.000Z,,,,,,2025-03-02 23:34:52.229356,2025-03-02
11,1975,Chainlink,LINK,chainlink,1935,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,638099970.4527867,1000000000.0,False,,12,,,,2025-03-02T18:03:00.000Z,17.05291638936878,692721209.6207769,124.622,2.68455083,16.62675071,-3.27587305,-32.90084373,-17.79661464,-23.51377434,10881465444.19006,0.3485,17052916389.37,,2025-03-02T18:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-02 23:34:52.229356,2025-03-02
12,512,Stellar,XLM,stellar,682,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30684382650.860023,50001786894.45001,False,,13,,,,2025-03-02T18:03:00.000Z,0.3489360579038627,830488210.0739933,221.5408,-2.73764737,16.88721617,5.47426079,-16.21266898,-12.83634247,-35.27684605,10706887521.404772,0.3429,17447433357.05,,2025-03-02T18:03:00.000Z,,,,,,2025-03-02 23:34:52.229356,2025-03-02
13,5805,Avalanche,AVAX,avalanche,870,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,414093049.9597217,450762549.9597217,False,,14,,,,2025-03-02T18:03:00.000Z,24.58010082323678,711376309.1811304,149.0309,1.37419953,14.93426156,-0.27143934,-30.60066174,-32.16093162,-48.21066476,10178448918.211584,0.3259,17593175677.12,,2025-03-02T18:03:00.000Z,,,,,,2025-03-02 23:34:52.229356,2025-03-02
14,20947,Sui,SUI,sui,561,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3169845047.4838877,10000000000.0,False,,15,3169845047.4838877,10061934768.18041,,2025-03-02T18:03:00.000Z,3.174267075347176,1159784714.838212,73.0295,0.36786727,13.19337651,-4.52933064,-23.10351365,-24.02431984,-1.17754754,10061934768.18041,0.3222,31742670753.47,,2025-03-02T18:03:00.000Z,,,,,,2025-03-02 23:34:52.229356,2025-03-02
0,1,Bitcoin,BTC,bitcoin,11964,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19831671.0,19831671.0,False,,1,,,,2025-03-03T13:27:00.000Z,93096.93303412353,74475278986.06166,251.742,0.13593141,8.66276361,-2.96757143,-8.93219229,-3.74926645,-1.51834071,1846267747041.7698,60.4829,1955035593716.59,,2025-03-03T13:27:00.000Z,,,,,,2025-03-03 19:00:22.755193,2025-03-03
1,1027,Ethereum,ETH,ethereum,9956,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120587727.21857166,120587727.21857166,True,,2,,,,2025-03-03T13:27:00.000Z,2369.6959055726397,38494070749.66352,162.1396,0.38059354,6.93699848,-11.86112905,-27.53106144,-31.58986551,-34.05392166,285756243452.1596,9.3506,285756243452.16,,2025-03-03T13:27:00.000Z,,,,,,2025-03-03 19:00:22.755193,2025-03-03
2,52,XRP,XRP,xrp,1543,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,57949738512.0,99986390660.0,False,,3,,,,2025-03-03T13:27:00.000Z,2.662702092799762,22291525617.651596,578.9057,0.27720069,18.01046085,6.9489807,-11.23974511,10.96852484,-0.61713155,154302890013.10138,5.0492,266270209279.98,,2025-03-03T13:27:00.000Z,,,,,,2025-03-03 19:00:22.755193,2025-03-03
3,825,Tether USDt,USDT,tether,118201,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem', 'world-liberty-financial-portfolio']",,142435921724.0118,144564221694.42273,True,,4,,,,2025-03-03T13:27:00.000Z,0.99977406743811,162919537741.2923,227.1319,0.01169989,0.02531625,-0.0268693,-0.00517761,0.0822531,-0.02759941,142403740811.31155,4.6651,144531559929.46,,2025-03-03T13:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-03-03 19:00:22.755193,2025-03-03
4,1839,BNB,BNB,bnb,2378,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142475869.61,142475869.61,False,,5,,,,2025-03-03T13:28:00.000Z,605.5253724009287,2446176511.0893183,61.4958,0.34404014,-0.14451256,-5.72308684,-9.84674596,-14.93169669,-6.34610011,86272754003.74142,2.8231,86272754003.74,,2025-03-03T13:28:00.000Z,,,,,,2025-03-03 19:00:22.755193,2025-03-03
5,5426,Solana,SOL,solana,845,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,507656207.31042063,595285641.130817,True,,6,,,,2025-03-03T13:27:00.000Z,164.49232757956545,14111756866.17263,491.9852,1.18258012,15.97666419,3.35478157,-28.24261294,-20.94356595,-26.53842219,83505551150.7055,2.7325,97919920684.3,,2025-03-03T13:27:00.000Z,,,,,,2025-03-03 19:00:22.755193,2025-03-03
6,3408,USDC,USDC,usd-coin,25994,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,56403691247.29383,56403691247.29383,False,,7,,,,2025-03-03T13:27:00.000Z,1.0000266326445935,16363001332.108103,260.5688,0.00899686,0.01764013,0.01092509,-0.00669319,5.91e-06,0.01006461,56405193426.75658,1.8457,56405193426.76,,2025-03-03T13:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-03-03 19:00:22.755193,2025-03-03
7,2010,Cardano,ADA,cardano,1468,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35212423444.401985,44994943014.63995,False,,8,,,,2025-03-03T13:28:00.000Z,0.9955730646807937,11378736715.189178,1947.4012,-0.06321457,51.48114067,35.1350511,6.46871996,3.09469724,-21.03254821,35056540323.38111,1.1471,44800787910.64,,2025-03-03T13:28:00.000Z,,,,,,2025-03-03 19:00:22.755193,2025-03-03
8,74,Dogecoin,DOGE,dogecoin,1172,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148274716383.7052,148274716383.7052,True,,9,,,,2025-03-03T13:27:00.000Z,0.2213363649455155,4086416793.454635,316.4589,0.49736663,7.76396623,-4.3290022,-31.83641899,-34.90503718,-46.28973542,32818586737.696583,1.0751,32818586737.7,,2025-03-03T13:27:00.000Z,,,,,,2025-03-03 19:00:22.755193,2025-03-03
